PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost,PurchDate2,IsBadBuy
0,1,0,3,2,233,6,7,3,0,0,0,81044,1,0,2,4968,5899,5865,6871,5115,6186,6024,7181,0,0,35,32,20,5000,0,983,2,0
0,1,5,6,9,155,26,176,11,0,0,0,48031,1,0,1,3679,4651,4473,5523,3679,4651,4473,5523,0,0,1,32,20,5100,0,1275,6,0
0,1,0,3,7,148,28,121,6,0,1,1,58520,1,0,3,7237,8978,8316,10196,7237,8978,8316,10196,0,0,26,32,20,6200,0,1003,6,0
0,1,2,4,11,150,18,3,2,0,0,0,63440,0,0,0,4051,5198,4875,6114,4051,5198,4875,6114,0,0,26,32,20,5100,0,728,6,0
0,1,4,8,7,181,10,3,8,0,0,0,93498,1,0,3,1590,2267,2217,2948,1753,2495,2393,3195,0,0,26,32,20,4200,0,2939,6,0
0,1,5,6,10,370,45,119,11,0,0,0,90415,1,0,2,2321,3388,3007,4159,2672,3817,3386,4622,0,0,26,32,20,4200,0,1353,6,0
0,1,2,4,9,125,26,117,7,0,0,0,65076,1,9,1,6947,8346,8003,9514,6988,8418,8047,9591,0,0,35,32,20,9000,0,1215,11,0
0,1,2,4,1,463,14,21,6,0,1,1,84154,1,5,1,9353,11227,10601,12625,9730,11599,11008,13027,0,0,35,32,20,9000,0,1503,11,0
0,1,0,3,7,126,11,47,0,0,1,1,75142,1,3,3,6867,8151,7916,9303,6867,8151,7916,9303,0,0,35,32,20,7300,0,1974,11,0
0,1,0,3,4,196,17,114,0,0,1,1,69675,0,0,0,4871,6206,5761,7202,4871,6206,5761,7202,0,0,35,32,20,5800,0,728,11,0
0,1,1,5,7,157,10,3,5,0,1,1,90226,1,2,3,2558,3541,3263,4324,2450,3494,3146,4274,0,0,35,32,20,4200,0,1341,11,0
0,1,0,3,2,147,6,7,4,0,0,0,86970,1,3,2,6281,7682,7283,8797,6281,7682,7283,8797,0,0,35,32,20,6900,0,1633,11,0
0,1,1,5,13,162,20,35,6,0,0,0,94816,1,3,3,4206,5323,5042,6249,4009,5056,7268,8464,0,0,14,32,20,6100,0,2351,11,0
0,1,0,3,1,242,10,3,3,0,1,1,87505,1,7,1,9433,11227,10688,12625,9040,10620,10263,11970,0,0,14,32,20,10000,0,1503,11,0
0,1,0,3,7,126,11,47,4,0,1,1,89640,1,3,3,6867,8151,7916,9303,6801,8190,7845,9345,0,0,14,32,20,6700,0,2152,11,0
0,1,1,5,8,143,33,67,4,1,1,1,87551,1,0,3,3316,4385,4081,5236,3231,4255,3989,5095,0,0,35,32,20,4200,0,853,11,0
0,1,0,3,14,172,12,3,3,0,1,1,62427,0,0,0,3996,4973,4816,5871,3833,4758,4640,5639,0,0,35,32,20,4500,0,533,11,0
0,1,1,5,1,297,14,82,7,0,1,1,70942,1,5,1,6788,7951,7831,9087,6837,8116,7884,9265,0,0,35,32,20,8300,0,1389,11,0
0,1,0,3,7,133,11,47,6,0,1,1,72097,1,0,3,6094,7262,7082,8343,5986,7225,6965,8303,0,0,35,32,20,6500,0,1272,11,0
0,1,1,5,7,137,10,3,4,0,1,1,74924,1,3,3,3576,4811,4362,5696,3516,4781,4297,5663,0,0,35,32,20,5800,0,1974,10,0
0,1,0,3,4,234,5,3,7,0,1,1,61081,0,0,0,4066,4852,4891,5740,4009,4867,4830,5756,0,0,35,32,20,5700,0,533,10,0
0,1,1,5,1,1,1,1,1,0,0,0,77623,1,1,1,5073,7032,5979,8095,4236,5597,5075,6545,0,0,35,32,20,10000,0,920,10,0
0,1,2,4,4,196,5,6,4,0,1,1,63026,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,20,4700,0,728,10,0
0,1,3,2,7,290,28,166,1,0,1,1,62654,1,2,3,7047,8239,8111,9398,7681,8859,8795,10068,0,0,35,32,20,6000,0,728,10,0
0,1,0,3,7,291,11,83,2,0,1,1,38870,1,4,3,8671,11066,9865,12451,7699,9853,8815,11141,0,0,35,32,20,6000,0,1241,10,0
0,1,4,8,9,165,10,3,15,0,2,2,68903,1,0,1,2650,3581,3362,4367,2412,3215,5795,7724,0,0,35,32,20,4500,0,1515,8,0
0,1,5,6,1,164,6,7,6,0,2,2,94525,1,0,1,1723,2442,2361,3137,2536,3297,5660,6232,0,0,35,32,20,4000,0,1641,8,0
0,1,5,6,1,3,2,118,6,0,2,2,75950,1,2,1,2430,3270,3124,4032,2283,3106,5540,6437,0,0,35,32,20,4400,0,986,9,0
0,1,5,6,2,30,6,145,11,0,2,2,79623,1,4,2,3128,4160,3878,4993,2870,3790,5908,7080,0,0,3,32,20,4400,0,2157,9,0
0,1,2,4,7,13,10,13,3,0,1,1,80183,1,2,3,3083,4042,3830,4865,2563,3469,5777,6640,0,0,35,32,20,3900,0,1243,9,0
0,1,1,5,16,97,5,173,3,0,0,0,73722,2,0,0,7880,9128,9010,10358,7914,8959,11510,12752,0,0,35,32,20,9700,0,569,9,0
0,1,0,3,1,11,10,11,7,0,1,1,71533,1,4,1,5671,6944,6625,8000,6925,8470,10783,12146,0,0,35,32,20,6400,0,1623,0,0
0,1,0,3,13,39,10,3,1,0,0,0,81025,1,0,3,6417,7702,7430,8818,6111,7104,10181,11358,0,0,35,32,20,6400,0,1373,0,0
0,1,0,3,1,121,10,3,4,0,1,1,67359,1,7,1,8736,10437,13111,14895,8365,9788,13313,14838,0,0,2,32,20,9300,0,1215,0,0
0,1,2,4,1,11,6,11,3,0,1,1,57347,1,4,1,4215,5337,7891,10026,5013,6166,8121,9313,0,0,3,32,20,7300,0,1251,0,0
0,1,0,3,4,421,5,334,4,0,1,1,69149,0,4,0,8314,10355,12702,14403,7448,9228,11856,12765,0,0,3,32,20,5200,0,1215,0,0
1,1,3,3,2,8,7,8,0,0,0,0,84234,1,3,2,8524,10599,12715,14979,9167,10988,12580,14845,0,0,26,32,20,7400,0,1633,1,0
1,1,0,4,11,84,18,3,1,0,1,1,49489,0,0,0,4878,5815,8573,9271,5423,6448,8563,9932,0,0,26,32,20,6200,0,482,1,0
1,1,2,5,9,35,10,117,1,0,1,1,80189,1,9,1,6095,7471,9618,11259,6330,7574,9889,11120,0,0,26,32,20,7000,0,1503,1,0
1,1,3,3,11,32,35,3,3,0,0,0,65510,0,0,0,8113,9633,11524,13082,7450,8845,11540,12658,0,0,35,32,20,8900,0,728,5,0
1,1,2,5,2,7,6,7,11,0,1,1,88369,1,0,2,3267,4472,6604,8084,3340,4674,6735,8081,0,0,35,32,20,5600,0,983,5,0
1,1,5,7,13,216,6,104,0,0,0,0,71707,1,0,3,3231,4421,5572,6982,2623,3736,5785,6938,0,0,35,32,20,5200,0,1806,5,0
1,1,2,5,2,91,27,167,0,0,0,0,74106,1,5,2,7732,9241,12071,13556,7450,9037,11046,12835,0,0,35,32,20,9200,0,1740,5,0
1,1,1,6,18,280,63,187,3,0,1,1,84952,1,3,3,4964,6481,8293,9941,4689,6225,8122,9454,0,0,3,32,20,5400,0,2412,5,0
1,1,1,6,2,7,29,52,6,0,0,0,98947,1,0,2,3411,4576,6470,8067,2626,3561,5902,6878,0,0,35,32,20,5200,0,1053,5,0
1,1,0,4,7,14,11,14,6,0,0,0,95343,1,5,3,9696,11801,13878,15786,9239,11074,13433,15174,0,0,35,32,20,7900,0,1341,5,0
1,1,4,9,7,16,10,3,2,0,1,1,78438,1,3,3,2602,3605,4871,6264,2547,3469,5266,6361,0,0,35,32,20,6000,0,2274,5,0
1,1,1,6,7,14,44,55,5,0,0,0,92346,1,5,3,6277,7545,9748,11020,5328,6537,9390,10614,0,0,35,32,20,7500,0,1341,5,0
1,1,2,5,13,54,12,108,3,0,1,1,89118,1,2,3,4144,5229,7150,8020,2997,3925,6126,7046,0,0,35,32,20,3500,0,1243,5,0
1,1,2,5,2,4,41,109,3,0,1,1,50890,1,2,2,3915,4859,6565,7530,3811,4861,7254,8280,0,0,35,32,20,6000,0,920,5,0
1,1,3,3,7,16,11,47,6,0,1,1,89988,1,3,3,7854,8908,11699,12778,7978,9041,11491,12823,0,0,31,32,20,7200,0,2152,6,0
1,1,7,2,1,66,2,201,6,0,1,1,88676,1,7,1,9850,12841,14073,17393,9850,12841,13501,16029,0,0,31,32,20,9600,0,1503,6,0
1,1,2,5,5,23,8,217,3,0,0,0,60767,1,5,3,10825,12933,15114,17274,8980,10820,13758,15170,0,0,35,32,20,10000,0,1703,6,0
1,1,2,5,1,3,2,3,2,1,0,0,83872,1,2,1,3035,4049,6346,7526,2752,3797,5571,6804,0,0,35,32,20,5300,0,723,6,0
1,1,3,3,7,83,11,83,3,0,1,1,74598,1,4,3,7060,8915,11062,13323,7138,8734,10808,12687,0,0,35,32,20,7700,0,2091,6,0
1,1,7,2,3,5,65,194,4,0,1,1,46139,0,0,0,8568,9092,11666,12114,7810,8931,11162,12343,0,0,35,32,20,8700,0,482,6,0
1,1,1,6,13,44,20,164,7,0,0,0,96303,1,3,3,4892,6228,8050,9370,4836,6267,8160,9559,0,0,35,32,20,6000,0,2351,6,0
1,1,1,6,13,205,6,104,3,0,0,0,82236,1,0,3,3169,4354,6112,7150,3118,4246,6654,9061,0,0,35,32,20,5600,0,2412,6,0
0,2,3,2,2,98,30,107,5,0,0,0,81221,1,10,2,8851,10710,10059,12067,9568,11190,10833,12585,0,0,43,23,17,6850,0,983,2,0
0,2,2,4,1,319,14,82,3,0,0,0,69228,1,5,1,9246,10665,10486,12018,9949,11791,11245,13234,0,0,43,23,17,8365,0,1411,2,0
0,2,5,6,2,363,6,7,8,1,0,0,67263,1,2,2,3005,3894,3745,4706,5624,6197,5512,17566,0,0,43,23,17,4215,0,1320,2,0
0,2,0,3,1,142,6,64,15,0,1,1,66843,1,7,1,7810,8973,8935,10191,8377,9528,9547,10790,0,0,52,23,17,8285,0,1215,2,0
0,2,0,3,2,318,6,68,5,0,0,0,68155,1,9,2,7733,9267,8852,10508,7234,8806,8313,10010,0,0,52,23,17,8025,0,1313,3,0
0,2,1,5,2,233,6,7,6,0,1,1,64361,1,0,2,3675,4670,4469,5544,5590,6383,6537,7394,0,0,52,23,17,4695,0,825,3,0
0,2,0,3,7,133,11,47,6,0,0,0,76647,1,0,3,6688,7716,7723,8833,6192,7127,7187,8197,0,0,43,23,17,5520,0,1272,3,0
0,2,0,3,7,126,11,47,6,0,0,0,83350,1,3,3,7229,8187,8307,9342,6879,7887,7929,9018,0,0,43,23,17,7435,0,2152,3,0
0,2,2,4,1,1,14,259,1,0,0,0,74699,1,1,1,5529,6649,6471,7681,5529,6649,6471,7681,0,0,43,23,17,6020,0,920,4,0
0,2,2,4,2,233,6,7,1,0,0,0,74566,1,0,2,3688,4783,4483,5666,3688,4783,4483,5666,0,0,43,23,17,4215,0,920,4,0
0,2,5,6,2,233,6,7,3,0,0,0,37968,1,0,2,2326,3367,3012,4136,2326,3367,3012,4136,0,0,52,23,17,4895,0,942,5,0
0,2,3,2,9,145,10,3,1,0,1,1,72506,1,0,1,7025,8164,8087,9317,7270,8282,8352,9445,0,0,52,23,17,6270,0,1155,6,0
0,2,0,3,9,163,26,154,3,0,1,1,80476,1,0,1,5549,6675,6493,7709,5549,6675,6493,7709,0,0,52,23,17,4680,0,1503,11,0
0,2,1,5,3,448,4,5,3,0,0,0,68020,0,0,0,3889,4873,4700,5763,4383,5330,5234,6256,0,0,52,23,17,6630,0,533,11,0
0,2,3,2,7,126,11,47,6,0,0,0,68133,1,3,3,7513,8711,8614,9908,7783,8986,8906,10205,0,0,52,23,17,7325,0,1703,11,0
0,2,0,3,1,142,6,64,7,0,1,1,70446,1,7,1,7499,8756,8599,9956,8114,9387,9263,10638,0,0,52,23,17,8495,0,1389,10,0
0,2,0,3,2,191,27,77,10,0,1,1,76269,1,10,2,10783,12938,12146,14473,8538,10712,9721,12069,0,0,43,23,17,8190,0,920,10,0
0,2,3,2,7,126,11,47,7,0,1,1,78397,1,3,3,7725,8887,8843,10098,7091,8208,10393,11954,0,0,56,23,17,8245,0,1974,10,0
0,2,0,3,7,126,11,47,1,0,1,1,66951,1,3,3,6821,8172,7867,9326,6906,8208,7958,9365,0,0,56,23,17,7845,0,1703,10,0
0,2,3,2,7,416,11,3,4,0,1,1,51620,1,0,3,6239,7799,7238,8923,5006,5798,9024,9895,0,0,56,23,17,8075,0,1003,10,0
0,2,0,3,1,241,6,201,0,0,1,1,71855,1,7,1,8893,10599,10104,11947,9108,11018,10337,12399,0,0,56,23,17,8945,0,1389,7,0
0,2,0,3,1,142,6,64,15,0,0,0,59966,1,7,1,8129,9468,9279,10725,7284,8397,8367,9569,0,0,56,23,17,9455,0,1086,7,0
0,2,0,3,2,233,6,7,4,0,1,1,93706,1,0,2,4522,5758,5384,6719,4531,5737,5393,6696,0,0,56,23,17,4030,0,1053,7,0
0,2,0,3,2,233,6,7,6,0,1,1,76560,1,0,2,4522,5758,5384,6719,4325,5468,5171,6405,0,0,56,23,17,6050,0,920,7,0
0,2,7,1,7,146,11,233,8,0,1,1,61140,1,0,3,8971,9510,10189,10771,7937,8933,11574,12699,0,0,56,23,17,7845,0,923,7,0
0,2,2,4,13,162,10,3,3,0,1,1,61716,1,3,3,5429,6996,6363,8056,4905,6181,8557,9752,0,0,56,23,17,8010,0,1703,7,0
0,2,3,2,7,129,11,97,7,0,1,1,73131,1,4,3,0,0,0,0,0,0,0,0,0,0,56,23,17,7745,0,2091,7,0
0,2,0,3,7,126,28,93,1,0,0,0,84778,1,3,3,7309,8844,8394,10052,6518,7611,10385,11780,0,0,56,23,17,6600,0,2152,7,0
0,2,2,4,13,162,20,35,4,0,0,0,76771,1,3,3,7073,8755,8139,9955,6990,8597,10039,11753,0,0,8,23,17,7325,0,1974,8,0
0,2,3,2,9,163,10,3,3,0,0,0,61912,1,0,1,5779,6556,6741,7580,5409,6277,6342,7279,0,0,8,23,17,5650,0,1215,8,0
0,2,3,2,12,534,32,34,3,0,1,1,84560,2,0,0,12023,13396,13485,14968,10704,11708,15097,16514,0,0,19,23,17,9865,0,594,8,0
0,2,7,1,7,104,11,47,5,0,0,0,64918,1,0,3,9980,10786,11278,12149,10934,11891,14724,16043,0,0,43,23,17,9555,0,923,0,0
0,2,2,4,2,8,7,8,4,0,0,0,82813,1,3,2,6124,7606,7114,8714,6118,7442,10043,11529,0,0,43,23,17,6235,0,1633,0,0
0,2,2,4,13,205,6,7,0,0,0,0,75768,1,0,3,3513,4501,4294,5361,3452,4488,6718,8052,0,0,43,23,17,4240,0,2208,0,0
0,2,3,2,10,324,59,359,4,0,0,0,86817,1,10,2,12613,14189,14122,15824,11783,13704,16016,17738,0,0,43,23,17,8345,0,983,0,0
0,2,7,1,7,104,11,47,15,0,1,1,71084,1,0,3,9980,10786,11278,12149,10751,11627,14240,15150,0,0,43,23,17,9455,0,1038,0,0
0,2,3,2,7,51,28,47,5,0,0,0,51512,1,2,3,5551,6482,9305,10287,5585,6587,9075,10169,0,0,43,23,17,5935,0,671,0,0
0,2,3,2,4,6,5,6,7,1,0,0,37591,0,0,0,6129,7178,9628,10540,5669,6807,9568,10428,0,0,43,23,17,5435,0,462,0,0
1,2,5,7,1,1,21,36,7,0,0,0,51704,1,1,1,6370,7742,9814,11376,5464,7280,8843,10627,0,0,43,23,17,8710,0,1054,3,0
1,2,7,2,13,80,10,104,6,0,0,0,86896,1,0,3,8908,9766,11913,13077,8385,9420,12241,13527,0,0,54,23,17,7825,1,1113,3,0
1,2,2,5,7,83,10,83,5,0,1,1,87363,1,4,3,5868,7243,9027,10689,4873,6287,8568,10167,0,0,43,23,17,7475,0,2282,3,0
1,2,2,5,2,4,3,4,3,0,2,2,29685,1,2,2,4472,5663,7809,9889,4201,5484,7178,8641,0,0,43,23,17,6135,0,762,3,0
1,2,7,2,13,39,10,104,6,0,0,0,83837,1,0,3,10438,11563,14784,16378,9539,10792,13353,14657,0,0,43,23,17,8145,0,1373,4,0
1,2,6,8,1,93,6,226,7,0,1,1,28750,1,4,1,3066,4243,5314,6535,2944,3964,5523,6439,0,0,43,23,17,5235,0,1301,4,0
1,2,0,4,7,16,11,47,7,0,1,1,83542,1,3,3,6762,8053,10157,11605,6515,7802,9743,11267,0,0,43,23,17,7345,0,2152,5,0
1,2,2,5,9,64,10,11,7,0,1,1,83413,1,4,1,5268,6571,8916,10267,4562,5914,7650,9386,0,0,43,23,17,6535,0,1763,5,0
1,2,4,9,18,220,63,187,2,0,1,1,78875,1,0,3,2380,3406,5187,6080,2739,3842,5436,6627,0,0,43,23,17,3460,0,2274,5,0
1,2,3,3,12,38,19,34,4,1,1,1,73031,2,2,0,7521,8659,11055,12515,7725,8877,10945,12857,0,0,43,23,17,6495,0,569,5,0
1,2,1,6,9,59,10,3,4,1,3,3,56102,1,0,1,3260,4199,6757,7831,3476,4462,6584,7774,0,0,52,23,17,5330,0,1086,5,0
1,2,3,3,13,44,10,3,7,0,0,0,88377,1,3,3,7766,9242,11972,13479,8247,10263,11971,14231,0,0,42,23,17,7345,0,2152,5,0
1,2,7,2,10,217,10,3,4,0,1,1,90975,1,0,2,10129,12404,13771,15798,11326,13504,14882,16823,0,0,42,23,17,6935,0,909,6,0
1,2,2,5,1,93,2,129,1,0,0,0,74214,1,4,1,5626,6949,8919,10113,4724,5956,9212,11614,0,0,42,23,17,6535,0,1623,6,0
1,2,3,3,7,16,11,47,7,0,1,1,81059,1,3,3,7972,8951,11236,12273,8186,9279,11674,12864,0,0,42,23,17,7375,0,2152,6,0
1,2,8,1,13,80,10,104,3,0,0,0,38786,1,0,3,8976,9801,13012,13739,9732,10661,13697,14412,0,0,55,23,17,8700,0,702,11,0
1,2,0,4,7,16,28,93,1,0,1,1,83890,1,3,3,6410,7753,10273,11688,6061,7464,9316,11213,0,0,42,23,17,7470,0,2152,10,0
1,2,7,2,1,107,6,7,0,0,1,1,44381,1,0,1,7697,8921,11190,12518,7766,9087,11820,12872,0,0,42,23,17,7870,0,834,10,0
1,2,8,1,7,105,11,121,1,0,1,1,43245,1,2,3,7147,7675,9513,10533,6985,7425,9239,10500,0,0,42,23,17,6255,0,623,7,0
1,2,0,4,15,48,16,44,1,0,1,1,73194,1,10,1,8128,9747,11922,13200,7500,8959,11264,12569,0,0,42,23,17,8130,0,686,7,0
1,2,8,1,4,6,5,6,0,0,1,1,41346,0,0,0,7946,8510,11124,11650,7501,7984,10363,11030,0,0,42,23,17,7470,0,482,7,0
1,2,5,7,10,22,45,119,1,0,1,1,62720,1,0,2,3029,4189,6297,7876,2722,3951,5905,7201,0,0,55,23,17,4315,0,1125,7,0
1,2,5,7,1,41,14,82,7,0,0,0,70446,1,5,1,4107,5390,7524,8392,4060,5087,7416,8285,0,0,42,23,17,6055,0,1689,7,0
1,2,1,6,2,7,6,7,8,0,1,1,56617,1,0,2,3006,4285,6057,7780,2743,3840,6024,7170,0,0,55,23,17,5885,0,754,7,0
1,2,3,3,7,16,11,47,1,0,1,1,55568,1,3,3,7667,8877,11125,12448,8228,9490,11348,12990,0,0,55,23,17,8270,0,1500,8,0
1,2,3,3,7,16,11,47,1,0,1,1,84767,1,3,3,7667,8877,11125,12448,6838,7964,9920,11262,0,0,55,23,17,7155,0,2152,8,0
1,2,3,3,2,4,41,95,11,0,0,0,86495,1,2,2,5659,7112,9275,10812,5420,6779,9202,11510,0,0,55,23,17,5100,0,1243,8,0
1,2,7,2,2,116,6,7,4,0,0,0,80719,1,0,2,10082,12040,14057,16787,10264,12015,14523,16285,0,0,43,23,17,7300,0,1373,8,0
1,2,0,4,2,4,3,4,2,1,1,1,56665,1,2,2,3624,4849,7134,8169,3863,5314,7423,8488,1,1,43,23,17,5220,0,920,8,0
1,2,5,7,1,3,6,7,5,0,1,1,44712,1,2,1,1920,2567,4677,5384,1716,2377,3981,4928,0,0,43,23,17,4195,0,853,8,0
1,2,7,2,9,59,10,3,7,0,1,1,59887,1,0,1,6272,7054,9893,10729,7102,8091,10378,11121,1,1,43,23,17,5755,0,1086,8,0
0,1,0,3,1,369,2,2,7,0,1,1,58635,1,0,1,5472,6413,6410,7426,5753,6492,6713,7511,0,0,45,24,16,5600,0,1086,11,0
0,1,2,4,1,369,2,2,7,0,1,1,57435,1,0,1,5488,6516,6427,7537,5955,6947,6931,8003,0,0,45,24,16,5000,0,1086,11,0
0,1,0,3,1,369,2,2,7,0,1,1,62920,1,0,1,5472,6413,6410,7426,5677,6569,6631,7595,0,0,45,24,16,5800,0,1215,11,0
0,1,0,3,1,369,2,2,11,0,1,1,51955,1,0,1,5472,6413,6410,7426,5616,6535,6565,7558,0,0,45,24,16,6000,0,1086,11,0
0,1,0,3,1,369,2,2,7,0,1,1,77971,1,0,1,5472,6413,6410,7426,5677,6569,6631,7595,0,0,45,24,16,5000,0,1389,11,0
0,1,0,3,1,369,2,2,3,0,1,1,66572,1,0,1,5472,6413,6410,7426,5206,6081,8707,9504,0,0,45,24,16,5500,0,1215,11,0
0,1,2,4,1,369,2,2,6,0,1,1,52722,1,0,1,5948,6995,6924,8055,4192,5497,5027,6437,0,0,45,24,16,5500,0,1086,10,0
1,1,3,3,7,104,11,47,7,0,1,1,74254,1,0,3,7472,8395,10657,11577,7171,8398,10920,11930,0,0,6,24,16,6500,0,1038,6,0
1,1,3,3,7,16,11,47,3,0,1,1,55678,1,3,3,8000,9012,11382,12548,8092,9217,11759,13075,0,0,6,24,16,8000,0,1500,6,0
1,1,0,4,7,104,28,121,11,0,1,1,80163,1,0,3,7328,8585,10623,11732,6736,8347,10068,11984,0,0,6,24,16,6300,0,1113,6,0
1,1,3,3,7,104,11,47,7,0,1,1,66138,1,0,3,7472,8395,10657,11577,7122,8334,10931,11944,0,0,6,24,16,7200,0,923,6,0
1,1,3,3,7,104,11,47,4,0,1,1,79272,1,0,3,7472,8395,10657,11577,7276,8527,11084,12413,0,0,6,24,16,6200,0,1038,6,0
1,1,7,2,7,36,11,31,12,0,1,1,73576,1,3,3,8015,9084,12243,13341,7959,8968,11824,13079,0,0,45,24,16,7200,0,1974,11,0
1,1,3,3,7,83,11,417,7,0,1,1,72674,1,4,3,6880,7749,10529,11641,6312,6802,9910,10557,0,0,45,24,16,7500,0,2091,11,0
1,1,0,4,1,2,2,2,6,0,1,1,50026,1,0,1,6290,7125,9391,10157,6683,7547,10041,10845,0,0,45,24,16,6300,0,1086,11,0
1,1,0,4,1,11,10,11,7,0,1,1,94799,1,4,1,6281,7651,10625,12252,6011,7515,10455,12510,0,0,45,24,16,5200,0,1918,11,0
1,1,3,3,7,16,11,47,5,0,1,1,55331,1,3,3,8052,9103,11583,12901,8186,9279,11674,12864,0,0,45,24,16,8200,0,1500,11,0
1,1,3,3,7,83,11,417,7,0,1,1,76973,1,4,3,6940,7951,11299,12281,6303,6802,9936,10566,0,0,45,24,16,6300,0,2091,10,0
1,1,3,3,7,83,11,318,1,0,1,1,80932,1,4,3,7047,7917,11403,12248,7086,7893,10995,11764,0,0,45,24,16,6400,0,2282,10,0
1,1,1,6,7,62,10,3,5,0,1,1,68995,1,0,3,4777,6194,7782,9636,5347,7110,8511,10102,0,0,29,24,16,5610,1,1118,7,0
1,1,3,3,7,16,11,47,3,0,1,1,84636,1,3,3,7575,8746,11092,12303,7532,8862,11226,12617,0,0,45,24,16,7100,0,2152,8,0
1,1,0,4,1,2,2,2,6,0,1,1,68857,1,0,1,5798,6802,9579,11237,5709,6865,8932,10146,0,0,45,24,16,5300,0,1215,8,0
0,2,1,5,5,284,8,16,3,0,0,0,87833,1,5,3,4696,5238,5572,6157,5775,6883,6737,7934,0,0,12,25,10,6475,0,1243,1,0
0,2,6,7,2,746,20,222,0,0,0,0,88836,1,8,2,4456,5967,5312,6944,6498,7918,7518,9051,0,0,12,25,10,6465,0,1803,1,0
0,2,0,3,1,11,10,573,1,0,1,1,52674,1,4,1,5376,6342,6306,7349,4838,5873,5725,6843,0,0,12,25,10,6165,0,1251,1,0
0,2,2,4,2,188,27,85,4,0,0,0,82144,1,5,2,6631,8320,7661,9486,7482,9155,8581,10387,0,0,12,25,10,6765,0,1893,1,0
0,2,0,3,1,360,2,115,1,0,1,1,84951,1,4,1,6343,7892,7350,9023,7187,8750,8262,9950,0,0,12,25,10,5780,0,1763,1,0
0,2,5,6,7,29,15,25,4,0,0,0,76412,1,1,3,7589,9087,8696,10314,8970,10265,10188,11586,0,0,12,25,10,10910,0,1572,2,0
0,2,1,5,2,287,51,185,7,0,1,1,97119,1,4,2,3035,3876,3778,4686,3840,5015,4647,5916,0,0,12,25,10,3760,0,1774,2,0
0,2,2,4,5,9,8,177,7,0,0,0,72093,1,1,3,11594,13481,13022,15059,13010,15263,14551,16984,0,0,12,25,10,11720,0,1155,2,0
0,2,5,6,7,85,80,243,1,0,0,0,62370,1,1,3,5692,7077,6647,8143,6151,7875,7143,9005,0,0,12,25,10,8995,0,1320,2,0
0,2,0,3,2,494,7,305,8,0,0,0,53646,1,4,2,7435,9226,8530,10464,7981,9440,9119,10695,0,0,12,25,10,6580,0,1169,2,0
0,2,2,4,1,11,2,22,1,0,0,0,84535,1,4,1,6512,8190,7533,9345,5686,7250,6641,8330,0,0,14,25,10,6380,0,1763,2,0
0,2,2,4,9,235,10,117,1,0,1,1,68472,1,9,1,7158,8272,8231,9434,5977,7147,6955,8219,0,0,15,25,10,8395,0,1215,3,0
0,2,3,2,2,147,7,8,11,0,0,0,82526,1,3,2,9419,11318,10673,12723,8751,11104,9951,12492,0,0,15,25,10,7495,0,1633,3,0
0,2,2,4,10,124,45,119,6,0,1,1,76603,1,0,2,3679,4958,4473,5855,3971,5607,4789,6556,0,0,12,25,10,5180,0,920,4,0
0,2,1,5,7,146,10,3,11,0,1,1,65657,1,0,3,4039,5279,4862,6201,4039,5279,4862,6201,0,0,12,25,10,6480,0,923,4,0
0,2,3,2,1,138,10,150,15,0,1,1,71733,1,7,1,9784,11267,11067,12668,9784,11267,11067,12668,0,0,12,25,10,9210,0,1389,5,0
0,2,0,3,14,172,12,3,1,1,1,1,41306,0,0,0,3996,4973,4816,5871,4285,5466,5128,6403,0,0,12,25,10,5060,0,482,10,0
0,2,5,6,1,675,14,183,6,0,0,0,76932,1,5,1,5477,6516,6415,7537,4872,6275,5762,7277,0,0,17,25,10,5980,0,1923,10,0
0,2,2,4,7,85,10,184,1,0,0,0,97837,1,1,3,7875,9759,9005,11040,7420,8853,8514,10061,0,0,17,25,10,7695,0,1341,10,0
0,2,5,6,2,523,6,71,8,0,0,0,98531,1,2,2,2590,3700,3297,4496,2255,3348,4891,6582,0,0,17,25,10,3560,0,1641,10,0
0,2,3,2,7,126,11,47,3,0,1,1,70082,1,3,3,7513,8711,8614,9908,7320,8459,10971,12307,0,0,17,25,10,7695,0,1974,10,0
0,2,2,4,4,682,5,50,0,0,0,0,72026,0,10,0,5984,6968,6963,8025,5543,6521,6486,7543,0,0,38,25,10,6875,0,1506,10,0
0,2,0,3,1,242,10,3,3,0,1,1,81511,1,7,1,9279,11048,10521,12432,9131,10782,10361,12145,0,0,38,25,10,9710,0,1503,10,0
0,2,2,4,6,756,32,338,4,0,1,1,75680,2,5,0,11958,13390,13415,14961,11383,12758,15620,17802,0,0,38,25,10,11010,0,803,10,0
0,2,3,2,9,145,10,3,6,0,1,1,84786,1,0,1,7143,8285,8214,9448,7540,8534,8643,9717,0,0,38,25,10,6280,0,1243,10,0
